,year,Unnamed: 0.1,movieId,tagId,relevance,tag,Unnamed: 0,title,genres,imdbId,tmdbId,number of ratings,rating,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,IMAX,Documentary,War,Musical,Western,Film-Noir,(no genres listed),class
13,1995,13,14,811,0.979,president,13,Nixon (1995),Drama,113987,10858.0,5509,3.4234888364494465,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
14,1995,14,15,1044,0.99775,treasure hunt,14,Cutthroat Island (1995),Action|Adventure|Romance,112760,1408.0,2760,2.7190217391304348,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
15,1995,15,16,741,0.999,organized crime,15,Casino (1995),Crime|Drama,112641,524.0,18404,3.8237068028689416,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
16,1995,16,17,3,0.98,18th century,16,Sense and Sensibility (1995),Drama|Romance,114388,4584.0,19729,3.948806325713417,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
17,1995,17,18,526,0.90375,hotel,17,Four Rooms (1995),Comedy,113101,5.0,5374,3.3843505768515074,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
18,1995,18,19,455,0.98725,goofy,18,Ace Ventura: When Nature Calls (1995),Comedy,112281,9273.0,21552,2.6421677802524126,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
19,1995,19,20,19,0.94225,action,19,Money Train (1995),Action|Comedy|Crime|Drama|Thriller,113845,11517.0,3840,2.869921875,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3
20,1995,20,21,658,0.95825,mob,20,Get Shorty (1995),Comedy|Crime|Thriller,113161,8012.0,22277,3.570162050545405,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
21,1995,21,22,903,0.99725,serial killer,21,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,112722,1710.0,9237,3.3200173216412256,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,3
22,1995,22,23,510,0.99425,hit men,22,Assassins (1995),Action|Crime|Thriller,112401,9691.0,4108,3.145691333982473,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3
23,1995,23,24,1035,0.873,touching,23,Powder (1995),Drama|Sci-Fi,114168,12665.0,7450,3.18758389261745,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3
24,1995,24,25,328,0.97825,drinking,24,Leaving Las Vegas (1995),Drama|Romance,113627,451.0,20070,3.677304434479322,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
25,1995,25,26,912,0.99425,shakespeare,25,Othello (1995),Drama,114057,16420.0,2549,3.606708513142409,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
26,1995,26,27,235,0.98475,coming of age,26,Now and Then (1995),Children|Drama,114011,9263.0,1577,3.4039315155358274,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
27,1995,27,28,22,0.98475,adapted from:book,27,Persuasion (1995),Drama|Romance,114117,17015.0,2950,4.03,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
28,1995,30,31,1010,0.9505,teacher,30,Dangerous Minds (1995),Drama,112792,9909.0,9106,3.244838567977158,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
29,1995,32,33,12,0.92475,70mm,32,Wings of Courage (1995),Adventure|Romance|IMAX,114952,78802.0,65,3.023076923076923,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
30,1995,33,34,1007,0.98725,talking animals,33,Babe (1995),Children|Drama,112431,9598.0,31456,3.603191759918616,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
31,1995,34,35,846,0.944,relationships,34,Carrington (1995),Drama|Romance,112637,47018.0,1352,3.4792899408284024,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
32,1995,35,36,293,0.98425,death penalty,35,Dead Man Walking (1995),Crime|Drama,112818,687.0,19388,3.91868681658758,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
33,1995,36,37,972,0.9335,storytelling,36,Across the Sea of Time (1995),Documentary|IMAX,112286,139405.0,75,2.993333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3
34,1995,37,38,922,0.981,single father,37,It Takes Two (1995),Children|Comedy,113442,33689.0,631,2.870839936608558,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
35,1995,38,39,1014,0.9975,teen movie,38,Clueless (1995),Comedy|Romance,112697,9603.0,26230,3.4187380861608845,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
36,1995,39,40,939,0.964,south africa,39,"Cry, the Beloved Country (1995)",Drama,112749,34615.0,797,3.6267252195734,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
37,1995,40,41,912,0.99625,shakespeare,40,Richard III (1995),Drama|War,114279,31174.0,4266,3.843413033286451,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
38,1995,41,42,105,0.93425,bank robbery,41,Dead Presidents (1995),Action|Crime|Drama,112819,11443.0,2300,3.0495652173913044,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
39,1995,42,43,774,0.97075,period piece,42,Restoration (1995),Drama,114272,35196.0,2308,3.4499566724436743,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
40,1995,43,44,1075,0.99975,video game adaptation,43,Mortal Kombat (1995),Action|Adventure|Fantasy,113855,9312.0,10629,2.6546241414996707,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
41,1995,44,45,733,0.98425,obsession,44,To Die For (1995),Comedy|Drama|Thriller,114681,577.0,8267,3.382907947260191,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
42,1995,45,46,1116,0.98725,women,45,How to Make an American Quilt (1995),Drama|Romance,113347,11861.0,2889,3.2634129456559364,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
43,1995,47,48,310,0.9965,disney animated feature,47,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,114148,10530.0,13461,2.9777505385929723,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3
44,1995,48,49,599,0.96125,lesbian,48,When Night Is Falling (1995),Drama|Romance,114916,8391.0,228,3.519736842105264,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
45,1995,49,50,758,0.99875,oscar (best supporting actor),49,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,114814,629.0,55366,4.284353213163313,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3
46,1995,50,52,27,0.966,adoption,51,Mighty Aphrodite (1995),Comedy|Drama|Romance,113819,11448.0,8543,3.532892426548051,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
47,1994,51,53,540,0.72175,independent film,52,Lamerica (1994),Adventure|Drama,110299,49133.0,137,3.6496350364963503,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
48,1995,52,54,588,0.9685,kids,53,"Big Green, The (1995)",Children|Comedy,112499,26441.0,919,2.8411316648531013,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
49,1995,53,55,923,0.925,sisters,54,Georgia (1995),Drama,113158,97406.0,851,3.220329024676851,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
50,1995,54,56,588,0.95375,kids,55,Kids of the Round Table (1995),Adventure|Children|Comedy|Fantasy,113541,124057.0,65,1.915384615384616,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
51,1995,55,57,335,0.97825,dysfunctional family,56,Home for the Holidays (1995),Drama,113321,9089.0,2236,3.320438282647585,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
52,1995,58,60,107,0.98025,based on a book,59,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,113419,11359.0,5960,3.0958892617449663,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53,1996,59,61,1082,0.9975,vigilante,60,Eye for an Eye (1996),Drama|Thriller,116260,17182.0,2088,3.3160919540229883,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
54,1995,60,62,684,0.98725,music,61,Mr. Holland's Opus (1995),Drama,113862,2054.0,18242,3.715354676022366,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
55,1996,61,63,958,0.99375,spoof,62,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,116126,10607.0,2336,3.083904109589041,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
56,1996,62,64,933,0.69875,so bad it's funny,63,Two if by Sea (1996),Comedy|Romance,118002,19760.0,1884,2.81395966029724,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
57,1996,63,65,978,0.96875,stupid,64,Bio-Dome (1996),Comedy,115683,9536.0,4663,2.37025520051469,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
58,1996,64,66,1087,0.958,virtual reality,65,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,116839,11525.0,2215,2.1376975169300225,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3
59,1995,65,67,235,0.84725,coming of age,66,Two Bits (1995),Drama,114753,40628.0,163,3.2975460122699385,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
60,1995,67,69,230,0.97275,comedy,68,Friday (1995),Comedy,113118,10634.0,4278,3.5583216456287987,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
61,1996,68,70,956,0.9965,splatter,69,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,116367,755.0,14118,3.326568919110356,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3
62,1995,69,71,720,1.0,notable nudity,70,Fair Game (1995),Action,113010,11859.0,1202,2.34567387687188,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
63,1995,70,72,227,0.94875,college,71,Kicking and Screaming (1995),Comedy|Drama,113537,28387.0,1179,3.4868532654792195,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
64,1995,71,73,22,0.96775,adapted from:book,72,"Misérables, Les (1995)",Drama|War,113828,48750.0,2699,3.796035568729159,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
65,1996,72,74,201,0.9915,chick flick,73,Bed of Roses (1996),Drama|Romance,115644,20927.0,3235,3.2880989180834623,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
66,1996,73,75,172,0.956,bullying,74,Big Bully (1996),Comedy|Drama,115676,36929.0,526,2.429657794676806,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
67,1995,74,76,890,0.99325,scifi,75,Screamers (1995),Action|Sci-Fi|Thriller,114367,9102.0,3235,3.010046367851623,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3
68,1995,75,77,684,0.98975,music,76,Nico Icon (1995),Documentary,113973,124626.0,211,3.4028436018957344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
69,1995,76,78,478,0.89425,guilt,77,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,112744,27526.0,1129,3.152790079716563,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3
70,1996,77,79,622,0.954,mafia,78,"Juror, The (1996)",Drama|Thriller,116731,9623.0,5061,3.1199367713890536,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
71,1995,79,81,269,0.9985,crime gone awry,80,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,114660,400.0,3007,3.2527435982707016,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
72,1995,81,83,898,0.9905,segregation,82,Once Upon a Time... When We Were Colored (1995),Drama|Romance,114039,146599.0,537,3.644320297951583,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
73,1995,82,84,1064,0.77575,unusual plot structure,83,Last Summer in the Hamptons (1995),Comedy|Drama,113612,188588.0,141,3.358156028368794,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
74,1995,83,85,625,0.92925,male nudity,84,Angels and Insects (1995),Drama|Romance,112365,8447.0,2441,3.526833265055305,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
75,1996,84,86,235,0.973,coming of age,85,White Squall (1996),Action|Adventure|Drama,118158,10534.0,3921,3.4766641162968632,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
76,1996,85,87,922,0.95575,single father,86,Dunston Checks In (1996),Children|Comedy,116151,17414.0,938,2.349680170575693,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
77,1996,86,88,230,0.977,comedy,87,Black Sheep (1996),Comedy,115697,13997.0,4730,3.107188160676533,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
78,1995,87,89,251,0.99175,conspiracy,88,Nick of Time (1995),Action|Thriller,113972,2086.0,3095,3.1294022617124395,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3
79,1995,88,90,867,0.74975,runaway,89,The Journey of August King (1995),Drama,113490,61548.0,201,3.333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
80,1996,89,92,564,0.96875,irish accent,90,Mary Reilly (1996),Drama|Horror|Thriller,117002,9095.0,2114,2.850047303689688,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3
81,1995,90,93,1069,0.999,vampires,91,Vampire in Brooklyn (1995),Comedy|Horror|Romance,114825,12158.0,1936,2.4919938016528924,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
82,1996,91,94,931,0.97575,small town,92,Beautiful Girls (1996),Comedy|Drama|Romance,115639,9283.0,3760,3.5279255319148937,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
83,1996,92,95,19,0.9895,action,93,Broken Arrow (1996),Action|Adventure|Thriller,115759,9208.0,20642,3.077245421955237,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3
84,1995,93,96,912,0.8275,shakespeare,94,In the Bleak Midwinter (1995),Comedy|Drama,113403,40154.0,444,3.7004504504504494,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
85,1994,95,98,540,0.812,independent film,96,Shopping (1994),Action|Thriller,111173,45549.0,83,2.5963855421686746,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3
86,1995,96,99,819,0.87075,prostitution,97,Heidi Fleiss: Hollywood Madam (1995),Documentary,113283,63076.0,668,3.101047904191617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
87,1996,97,100,799,0.9885,political corruption,98,City Hall (1996),Drama|Thriller,115907,11062.0,3770,3.2212201591511938,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
88,1996,98,101,540,0.96475,independent film,99,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,115734,13685.0,4438,3.7673501577287065,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
89,1996,99,102,230,0.81775,comedy,100,Mr. Wrong (1996),Comedy,117102,47475.0,1841,2.4106463878327,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
90,1996,100,103,683,0.9105,murder mystery,101,Unforgettable (1996),Mystery|Sci-Fi|Thriller,118040,2045.0,1046,3.2552581261950286,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3
91,1996,101,104,444,0.994,golf,102,Happy Gilmore (1996),Comedy,116483,9614.0,19190,3.3943981240229286,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
92,1995,102,105,614,0.98925,love story,103,"Bridges of Madison County, The (1995)",Drama|Romance,112579,688.0,9006,3.3332222962469467,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
93,1996,104,107,681,0.989,muppets,105,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,117110,10874.0,6015,3.2168744804655027,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
94,1996,105,108,474,0.872,grindhouse,106,Catwalk (1996),Documentary,112646,89333.0,115,3.0739130434782607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
95,1995,106,110,508,0.9895,historical,108,Braveheart (1995),Action|Drama|War,112573,197.0,59184,4.002272573668559,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3
96,1976,107,111,610,0.9925,loneliness,109,Taxi Driver (1976),Crime|Drama|Thriller,75314,103.0,29133,4.083479216009336,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3
97,1996,109,113,376,0.90025,family drama,111,Before and After (1996),Drama|Mystery,115645,43566.0,990,3.101010101010101,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
98,1995,110,114,653,0.962,mining,112,Margaret's Museum (1995),Drama,113774,71754.0,230,3.5891304347826085,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
99,1995,112,116,515,0.99825,holocaust,114,Anne Frank Remembered (1995),Documentary,112373,51352.0,875,3.911428571428572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
100,1995,113,117,1047,0.94275,true story,115,"Young Poisoner's Handbook, The (1995)",Crime|Drama,115033,16934.0,1142,3.574430823117338,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
101,1996,114,118,540,0.9665,independent film,116,If Lucy Fell (1996),Comedy|Romance,116606,10324.0,1030,2.985436893203884,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
102,1995,115,119,597,0.89875,lawyer,117,"Steal Big, Steal Little (1995)",Comedy,114536,78406.0,246,2.733739837398374,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
103,1996,116,120,87,0.95125,australia,118,Race the Sun (1996),Adventure|Comedy|Drama,117427,55731.0,142,2.841549295774648,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
104,1992,117,121,202,0.96025,child abuse,119,"Boys of St. Vincent, The (1992)",Drama,106473,32119.0,764,3.74869109947644,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
105,1992,118,122,730,0.85425,nudity (topless - brief),120,Boomerang (1992),Comedy|Romance,103859,11066.0,3588,2.859392419175028,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
106,1996,121,125,27,0.9525,adoption,123,Flirting With Disaster (1996),Comedy,116324,2074.0,3231,3.744196843082637,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
107,1994,122,126,623,0.959,magic,124,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,110647,27793.0,1329,2.318660647103085,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
108,1994,124,128,516,0.98525,homeless,126,Jupiter's Wife (1994),Documentary,110217,290157.0,71,3.4859154929577465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
109,1996,125,129,863,0.821,romance,127,Pie in the Sky (1996),Comedy|Romance,114131,110972.0,172,3.13953488372093,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
110,1995,126,131,562,0.96525,ireland,129,Frankie Starlight (1995),Drama|Romance,113107,73067.0,169,3.3106508875739644,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
111,1995,127,132,905,0.98125,sex,130,Jade (1995),Thriller,113451,11863.0,1925,2.777922077922078,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
112,1996,128,135,983,0.91875,submarine,133,Down Periscope (1996),Comedy,116130,9101.0,5932,3.001854349291976,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
113,1995,129,136,315,0.95175,documentary,134,From the Journals of Jean Seberg (1995),Documentary,113125,123360.0,90,3.6277777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
114,1995,130,137,425,0.969,gay,135,Man of the Year (1995),Documentary,113756,5757.0,206,3.254854368932039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
115,1995,131,138,107,0.97325,based on a book,136,"Neon Bible, The (1995)",Drama,113952,39428.0,123,3.227642276422764,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
116,1996,132,140,614,0.99275,love story,138,Up Close and Personal (1996),Drama|Romance,118055,9302.0,4553,3.287283110037338,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
117,1996,133,141,271,0.99275,cross dressing,139,"Birdcage, The (1996)",Comedy,115685,11000.0,20757,3.510165245459364,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
118,1995,134,144,563,0.991,irish,142,"Brothers McMullen, The (1995)",Comedy,112585,16388.0,4097,3.4649743714913352,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
119,1995,135,145,447,0.98975,good action,143,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,112442,9737.0,12796,3.275515786183182,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3
120,1995,136,146,374,0.861,family,144,"Amazing Panda Adventure, The (1995)",Adventure|Children,112342,30765.0,551,2.9029038112522687,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
121,1995,137,147,329,0.99625,drug abuse,145,"Basketball Diaries, The (1995)",Drama,112461,10474.0,4222,3.5833728090952155,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
122,1995,138,148,1104,0.74525,weird,146,"Awfully Big Adventure, An (1995)",Drama,112427,22279.0,335,2.908955223880597,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
123,1994,139,149,540,0.971,independent film,147,Amateur (1994),Crime|Drama|Thriller,109093,30157.0,1007,3.68669314796425,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3
124,1995,140,150,944,0.99975,space program,148,Apollo 13 (1995),Adventure|Drama|IMAX,112384,568.0,48377,3.87355561527172,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3
125,1995,141,151,1005,0.9665,sword fight,149,Rob Roy (1995),Action|Drama|Romance|War,114287,11780.0,11595,3.53139284174213,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3
126,1995,142,152,1069,0.99825,vampires,150,"Addiction, The (1995)",Drama|Horror,112288,34996.0,638,3.0869905956112853,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3
127,1995,143,153,117,0.9875,batman,151,Batman Forever (1995),Action|Adventure|Comedy|Crime,112462,414.0,31101,2.8716600752387382,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
128,1995,145,155,1119,0.90525,world politics,153,Beyond Rangoon (1995),Adventure|Drama|War,112495,1873.0,1168,3.408390410958904,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
129,1995,146,156,540,0.867,independent film,154,Blue in the Face (1995),Comedy|Drama,112541,5894.0,1521,3.5088757396449703,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
