,year,Unnamed: 0.1,movieId,tagId,relevance,tag,Unnamed: 0,title,genres,imdbId,tmdbId,number of ratings,rating,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,IMAX,Documentary,War,Musical,Western,Film-Noir,(no genres listed),class
7290,1974,8595,47330,183,0.97825,car chase,10984,Dirty Mary Crazy Larry (1974),Action|Crime|Drama|Romance,71424,19017.0,57,3.0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
7532,2006,8886,52299,862,0.995,rock and roll,11511,American Hardcore (2006),Documentary,419434,16018.0,63,3.484126984126984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
5976,1992,6884,8520,1052,0.99475,undercover cop,7839,Deep Cover (1992),Action|Crime|Thriller,104073,20676.0,217,3.4331797235023043,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3
3025,1972,3388,3782,142,0.98625,blaxploitation,3681,Shaft's Big Score! (1972),Action|Crime,69257,493.0,140,2.682142857142857,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
1921,1988,2143,2404,19,0.992,action,2313,Rambo III (1988),Action|Adventure|Thriller|War,95956,1370.0,3718,2.455621301775148,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
1869,1996,2082,2342,862,0.998,rock and roll,2251,Hard Core Logo (1996),Comedy|Drama,116488,21589.0,244,3.60655737704918,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10160,2014,11992,117444,748,0.99775,oscar (best animated feature),22970,Song of the Sea (2014),Animation|Children|Fantasy,1865505,110416.0,1108,4.008122743682311,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
11635,2018,13491,183897,742,0.90275,original,48707,Isle of Dogs (2018),Animation|Comedy,5104604,399174.0,2098,3.857244995233556,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
521,1994,571,602,578,0.992,jazz,594,"Great Day in Harlem, A (1994)",Documentary,109934,124472.0,297,3.9764309764309766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
9691,2013,11468,103883,19,0.958,action,19997,2 Guns (2013),Action|Comedy|Crime,1272878,136400.0,1028,3.345817120622568,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
2137,1956,2381,2664,889,0.985,science fiction,2572,Invasion of the Body Snatchers (1956),Horror|Sci-Fi|Thriller,49366,11549.0,4599,3.75809958686671,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3
5530,1992,6326,7228,186,0.96625,cartoon,7103,Cool World (1992),Animation|Comedy|Fantasy,104009,14239.0,750,2.4226666666666667,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
4799,1982,5434,6124,867,0.94325,runaway,6012,Savannah Smiles (1982),Comedy,84633,17132.0,136,3.349264705882353,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
7737,2007,9131,55872,684,0.99625,music,11936,August Rush (2007),Drama|Musical,426931,5123.0,1249,3.582065652522018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3
2573,1973,2882,3200,546,0.969,innocence lost,3107,"Last Detail, The (1973)",Comedy|Drama,70290,14886.0,1172,3.886945392491468,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
11479,2017,13330,176211,64,0.978,animation,45356,In a Heartbeat (2017),Animation|Romance,6969946,455661.0,113,3.712389380530973,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10147,2014,11979,116989,795,0.93725,police,22868,Tales of the Grim Sleeper (2014),Crime|Documentary,3904186,289575.0,53,3.556603773584906,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3
1218,1997,1377,1539,331,0.92725,drugs,1485,Twin Town (1997),Comedy|Crime,120394,15321.0,274,3.104014598540146,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
11667,2018,13523,185425,742,0.88925,original,49369,The Titan (2018),Sci-Fi,4986098,476926.0,113,2.3053097345132745,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
4015,1986,4494,4981,165,0.99275,british comedy,4875,Clockwise (1986),Comedy,90852,11938.0,402,3.398009950248756,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
8723,2010,10330,79592,230,0.985,comedy,15018,"Other Guys, The (2010)",Action|Comedy,1386588,27581.0,2973,3.417087117389842,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
3253,1994,3637,4048,922,0.97725,single father,3944,Imaginary Crimes (1994),Drama,110115,75490.0,58,3.103448275862069,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5365,1992,6121,6999,230,0.92725,comedy,6874,Housesitter (1992),Comedy|Romance,104452,10407.0,444,3.120495495495496,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5231,1976,5954,6784,862,0.956,rock and roll,6661,"Song Remains the Same, The (1976)",Documentary|Musical,75244,40440.0,206,3.466019417475728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
134,1995,151,161,1031,0.995,tom clancy,159,Crimson Tide (1995),Drama|Thriller|War,112740,8963.0,22340,3.739861235452104,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3
6783,2003,7980,32668,58,0.9985,amy smart,9797,Blind Horizon (2003),Drama|Thriller,337881,24619.0,68,3.073529411764706,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
3132,1987,3510,3917,522,0.99625,horror,3814,Hellraiser (1987),Horror,93177,9003.0,2960,3.3630067567567568,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
9249,2012,10960,93326,865,0.96275,romantic comedy,17835,This Means War (2012),Action|Comedy|Romance,1596350,59962.0,1283,3.15705378020265,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
10968,2016,12813,155581,29,0.9535,adventure,36789,Pee-wee's Big Holiday (2016),Adventure|Comedy,837156,347689.0,70,2.914285714285714,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
8138,2008,9624,65088,490,0.89875,happy ending,12914,Bedtime Stories (2008),Adventure|Children|Comedy,960731,10202.0,1213,3.060593569661996,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
6586,2003,7708,27758,315,0.97725,documentary,9325,"Easy Riders, Raging Bulls: How the Sex, Drugs and Rock 'N' Roll Generation Saved Hollywood (2003)",Documentary,359203,32276.0,54,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
6881,2003,8110,34155,846,0.956,relationships,10070,Saraband (2003),Drama,299478,55650.0,175,3.7114285714285713,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3374,1978,3771,4201,1021,0.97725,terminal illness,4097,"End, The (1978)",Comedy,77504,35976.0,167,3.0778443113772456,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
11278,2017,13126,168266,901,0.9535,sequel,41759,T2: Trainspotting (2017),Crime|Drama,2763304,180863.0,669,3.629297458893872,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
808,1975,910,1007,374,0.914,family,984,"Apple Dumpling Gang, The (1975)",Children|Comedy|Western,72653,18660.0,1692,2.965721040189125,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
11682,2018,13538,186305,646,0.8255,mentor,49729,Kodachrome (2018),Drama,1880399,419635.0,45,3.6222222222222222,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10358,2014,12195,128671,567,0.998,islam,26442,Timbuktu (2014),Drama,3409392,265228.0,113,3.601769911504425,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
7516,2007,8865,51903,28,0.815,adultery,11467,I Think I Love My Wife (2007),Comedy|Drama|Romance,770772,14434.0,177,2.7005649717514126,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
6725,1973,7896,31923,1001,0.9885,swashbuckler,9635,"Three Musketeers, The (1973)",Action|Adventure|Comedy,72281,2926.0,666,3.636636636636637,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
10542,2015,12380,134783,323,0.75075,drama,28712,Entourage (2015),Comedy,1674771,188222.0,314,2.984076433121019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
6563,2002,7664,27564,801,0.9875,pornography,9251,Sex Is Comedy (2002),Comedy|Drama|Romance,304678,53244.0,66,2.833333333333333,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3960,1977,4432,4917,1096,0.9695,war,4811,MacArthur (1977),Drama,76342,31037.0,114,3.1140350877192984,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10467,2014,12304,132381,509,0.9915,history,27750,The Admiral: Roaring Currents (2014),Action|Drama|War,3541262,282631.0,49,3.479591836734694,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3
6215,2002,7161,8964,733,0.9635,obsession,8249,Callas Forever (2002),Drama,274407,47959.0,45,2.8222222222222224,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
11288,2017,13136,168418,64,0.977,animation,41824,The Boss Baby (2017),Animation|Children|Comedy,3874544,295693.0,726,3.0922865013774103,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
952,1980,1073,1196,943,0.99725,space opera,1166,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,80684,1891.0,57361,4.144122313069856,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3
9450,2007,11192,97908,1015,0.96925,teenager,18710,"Babysitters, The (2007)",Drama,796302,13078.0,73,3.102739726027397,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10221,2011,12055,120130,65,0.92725,anime,23648,Into the Forest of Fireflies' Light (2011),Animation|Drama|Fantasy,2061702,92321.0,132,3.863636363636364,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
4284,2002,4809,5349,987,0.99975,super hero,5241,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller,145487,557.0,30010,3.478640453182273,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3
10697,2006,12537,140862,869,0.92225,russian,31117,Khottabych (2006),Comedy|Fantasy,466043,57775.0,42,3.1785714285714284,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10300,2014,12134,126599,907,0.96625,sexual,25855,The Little Death (2014),Comedy,2785032,276844.0,158,3.5031645569620253,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
9394,2011,11127,96664,1116,0.993,women,18435,Where Do We Go Now? (2011),Comedy|Drama,1772424,77461.0,53,3.30188679245283,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
8692,2009,10292,78703,299,0.9645,destiny,14840,TiMER (2009),Comedy|Drama|Fantasy|Romance,1179794,39545.0,280,3.458928571428572,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5651,2003,6470,7442,907,0.98775,sexual,7303,Young Adam (2003),Crime|Drama|Thriller,289635,237.0,231,3.173160173160173,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3
7043,2004,8297,40966,801,0.7975,pornography,10423,"Libertine, The (2004)",Drama,375920,7548.0,531,3.080037664783428,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1530,1976,1716,1954,756,0.9905,oscar (best picture),1865,Rocky (1976),Drama,75148,1366.0,16918,3.728691334673129,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
11001,2016,12847,157296,917,0.99475,short-term memory loss,37361,Finding Dory (2016),Adventure|Animation|Comedy,2277860,127380.0,3310,3.615558912386707,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10365,2013,12202,128912,963,0.9985,stand-up comedy,26538,Mike Birbiglia: My Girlfriend's Boyfriend (2013),Comedy,2937390,216652.0,53,3.726415094339623,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
11044,2016,12890,159163,540,0.92325,independent film,38122,The Other Side of the Wind (2016),Comedy|Drama,69049,299782.0,41,2.9878048780487805,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
6150,2004,7092,8868,1098,0.93875,wartime,8153,Head in the Clouds (2004),Drama|Romance|War,338097,18804.0,136,2.900735294117647,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
18,1995,18,19,455,0.98725,goofy,18,Ace Ventura: When Nature Calls (1995),Comedy,112281,9273.0,21552,2.6421677802524126,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10406,2012,12243,130508,638,0.9665,medieval,27046,Berserk: The Golden Age Arc - The Egg of the King (2012),Action|Adventure|Animation|Fantasy|Horror,2210479,113082.0,147,3.717687074829932,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3
146,1995,163,173,108,0.997,based on a comic,171,Judge Dredd (1995),Action|Crime|Sci-Fi,113492,9482.0,14758,2.555359804851606,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3
7897,2008,9326,59256,1025,0.90925,thriller,12310,Deception (2008),Action|Drama|Thriller,800240,13018.0,283,3.0742049469964665,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3
4399,1965,4943,5497,361,0.993,espionage,5389,Our Man Flint (1965),Adventure|Comedy|Sci-Fi,59557,23728.0,444,3.315315315315315,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
7253,2006,8552,46559,800,0.9405,politics,10890,"Road to Guantanamo, The (2006)",Drama|War,468094,7872.0,222,3.5765765765765765,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
2227,1999,2487,2774,440,0.99875,glbt,2682,Better Than Chocolate (1999),Comedy|Romance,168987,18212.0,651,3.304147465437788,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
9903,2014,11715,110297,681,0.99125,muppets,21289,Muppets Most Wanted (2014),Adventure|Comedy|Crime,2281587,145220.0,258,3.141472868217054,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
6126,2004,7064,8830,932,0.99525,snakes,8115,Anacondas: The Hunt for the Blood Orchid (2004),Adventure|Drama|Horror|Sci-Fi|Thriller,366174,11237.0,644,1.9076086956521736,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,3
2118,1987,2362,2643,406,0.987,franchise,2552,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi,94074,11411.0,3192,2.0106516290726817,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3
4254,1990,4776,5309,901,0.98775,sequel,5201,Three Men and a Little Lady (1990),Comedy|Romance,98966,11630.0,1407,2.380241648898365,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
579,1992,643,701,557,0.938,intimate,686,Daens (1992),Drama,104046,44103.0,102,3.147058823529412,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5065,2003,5759,6534,23,0.999,adapted from:comic,6411,Hulk (2003),Action|Adventure|Sci-Fi,286716,1927.0,6970,2.6377331420373027,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3
5554,2004,6354,7263,959,0.99625,sports,7138,Miracle (2004),Drama,349825,14292.0,2220,3.740540540540541,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2167,1999,2420,2707,251,0.9865,conspiracy,2615,Arlington Road (1999),Thriller,137363,1073.0,6489,3.45715826783788,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
11778,2018,13636,192109,846,0.87375,relationships,52259,Minding the Gap (2018),Documentary,7476236,489985.0,76,3.901315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
7345,2005,8660,48342,846,0.98325,relationships,11110,Conversations with Other Women (2005),Comedy|Drama|Romance,435623,15624.0,201,3.544776119402985,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1826,1998,2036,2293,928,0.9365,slavery,2202,Shadrach (1998),Drama,144604,73351.0,82,3.3780487804878048,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3021,1948,3384,3776,186,0.98975,cartoon,3675,Melody Time (1948),Animation|Children|Musical,40580,13757.0,152,3.1809210526315788,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
